Carimbo de data/hora,Você confirma que todas as dúvidas quanto a pesquisa foram esclarecidas por parte da Pesquisadora?,Confirma o recebimento de sua via do T.C.L.E (Termo de Consentimento Livre e Esclarecido) e do T.A.F (Termo de Autorização Fotográfica) ?,Resultado teste de Ishihara,Local onde a entrevista está sendo realizada ,Quanto a iluminação do local onde a entrevista está sendo realizada,Data de realização do teste,Horário do início do Teste,Idade,Gênero,Profissão ,Nível de instrução ,Você já adquiriu um produto errado ao não compreender informações presentes na embalagem? ,"Em algum momento, você sentiu dificuldade para adquirir e/ou utilizar um produto por não identificar informações presentes na embalagem?","Se em algum momento você fez uma compra ou uso equivocado de um produto por não encontrar/compreender informações disponíveis em embalagens, descreva o caso no espaço abaixo",Nome amostra de cor 'círculo A',Atribuições a amostra de cor 'círculo A',Nome amostra de cor 'estrela C',Atribuições a amostra de cor 'estrela C',Nome amostra de cor 'estrela A',Atribuições a amostra de cor 'estrela A',Nome amostra de cor 'quadrado C',Atribuições a amostra de cor 'quadrado C',Nome amostra de cor 'círculo C',Atribuições a amostra de cor 'círculo C',Nome amostra de cor 'círculo B',Atribuições a amostra de cor 'círculo B',Nome amostra de cor 'quadrado B',Atribuições a amostra de cor 'quadrado B',Nome amostra de cor 'estrela B',Atribuições a amostra de cor 'estrela B',Nome amostra de cor 'quadrado A',Atribuições a amostra de cor 'quadrado A',O produto apresentado lhe é familiar? ,Qual das versões apresentadas você considera que representa a característica 'sabor original':,"Em sua percepção, qual dos produtos possui o preço mais elevado? ","Dentre as três variações apresentadas do mesmo produto, indique qual você considera ter o sabor: suave, equilibrado e intenso.  [Suave]","Dentre as três variações apresentadas do mesmo produto, indique qual você considera ter o sabor: suave, equilibrado e intenso.  [Equilibrado]","Dentre as três variações apresentadas do mesmo produto, indique qual você considera ter o sabor: suave, equilibrado e intenso.  [Intenso]",Qual das variações apresentadas melhor representa o sabor 'cebola e salsa'? ,Qual das variações apresentadas melhor representa o sabor 'churrasco'? ,O produto apresentado lhe é familiar? ,Qual das alternativas apresentadas você considera que representa a característica 'azeite de oliva original'? ,"Em sua percepção, qual dos produtos possui o preço mais elevado? ","Dentre as três variações apresentadas do mesmo produto, indique qual você considera ter o sabor: suave, equilibrado e intenso.  [Suave]","Dentre as três variações apresentadas do mesmo produto, indique qual você considera ter o sabor: suave, equilibrado e intenso.  [Equilibrado]","Dentre as três variações apresentadas do mesmo produto, indique qual você considera ter o sabor: suave, equilibrado e intenso.  [Intenso]",Qual das variações apresentadas Não é considerado do tipo 'extra virgem'? ,"Dentre as três variações de azeite apresentadas, indique qual você considera ter o nível de acidez: doce, neutro e ácido.  [Doce]","Dentre as três variações de azeite apresentadas, indique qual você considera ter o nível de acidez: doce, neutro e ácido.  [Neutro]","Dentre as três variações de azeite apresentadas, indique qual você considera ter o nível de acidez: doce, neutro e ácido.  [Ácido]","Qual das variações apresentadas, você classificaria como 'tipo reserva'? ","Dentre as três variações de azeite apresentadas, indique qual você considera quanto ao nível de qualidade: baixa qualidade, regular e alta qualidade.  [Baixa qualidade]","Dentre as três variações de azeite apresentadas, indique qual você considera quanto ao nível de qualidade: baixa qualidade, regular e alta qualidade.  [Regular]","Dentre as três variações de azeite apresentadas, indique qual você considera quanto ao nível de qualidade: baixa qualidade, regular e alta qualidade.  [Alta qualidade]",O produto apresentado lhe é familiar? ,"Qual dos produtos apresentadas você considera que representa a característica 'Original""?","Em sua percepção, qual dos produtos possui o preço mais elevado? ","Dentre as três variações de desodorante apresentadas, indique qual você considera com a fragrância: suave, equilibrada e intensa.  [Suave]","Dentre as três variações de desodorante apresentadas, indique qual você considera com a fragrância: suave, equilibrada e intensa.  [Equilibrada]","Dentre as três variações de desodorante apresentadas, indique qual você considera com a fragrância: suave, equilibrada e intensa.  [Intensa]",Qual das variações apresentadas você considera que possui melhor fragrância? ,"Dentre as três variações de desodorante apresentadas, indique quanto a eficiência qual você considera: pouco eficiente, mediano e muito eficiente.  [Pouco eficiente]","Dentre as três variações de desodorante apresentadas, indique quanto a eficiência qual você considera: pouco eficiente, mediano e muito eficiente.  [Mediano]","Dentre as três variações de desodorante apresentadas, indique quanto a eficiência qual você considera: pouco eficiente, mediano e muito eficiente.  [Muito eficiente]","Uma das variações do produto promete ação antibacteriana e eliminação de até 99,9% das bactérias que causam mal odor. Qual variação de desodorante corresponde a esta característica? ","Em sua opinião, qual das variações do produto possui 'proteção duradoura'?",Uma das variações de desodorante possui como principais características: testes à temperatura de 58°C e 'perfeito para quem gosta de desafios'. Qual variação melhor representa tais características?,Qual das variações de desodorante você utilizaria para prática de esportes? ,"Você considera que o uso da cor é eficiente na transmissão de informação no Produto 1 - Batata? Por favor, Justifique sua resposta.","Você considera que o uso da cor é eficiente na transmissão de informação no Produto 2 - Azeite ? Por favor, Justifique sua resposta.","Você considera que o uso da cor é eficiente na transmissão de informação no Produto 3 - Desodorante? Por favor, Justifique sua resposta.",Você concorda com o uso das cores utilizadas nas embalagens do Produto 1 - Batata?,Você concorda com o uso das cores utilizadas nas embalagens do Produto 2 - Azeite?,Você concorda com o uso das cores utilizadas nas embalagens do Produto 3 - Desodorante ?,Recomendaria alguma alteração nas cores ou em seu uso em algum dos três produtos? ,"Ao adquirir algum destes produtos ou seus similares, você já encontrou alguma dificuldade em interpretar as informações associadas as cores? Em caso positivo, por favor indique o produto e a dificuldade.",Horário de termino do teste,Gostaria de relatar alguma dificuldade durante a realização do teste? ,Gostaria de relatar alguma dificuldade nesta etapa do teste? 
10/05/2019 16:14:06,Sim,Sim,Positivo,Casa do Participante,Luz Natural,10/05/2019,12:50:00,29,Masculino,analista de sistemas,Ensino superior completo,Sim,Sim,"Já aconteceu, mas não recordo especificamente do caso.",vermelho,"Sinal de Pare, coca-cola",roxo,camiseta e vinho,verde,"árvores, grama, camiseta",vermelho,"sinal de pare, coca-cola",roxo,"vinho, shampoo, livro de banco de dados",verde,"sabonete, ervas frescas",verde claro,"molho pesto, manjerona, pimentão",vermelho claro,"molho de tomate, livro de compiladores",azul claro,"mar, lampada led, sony","Sim, Consumo o Produto",C,B,Embalagem C,Embalagem A,Embalagem B,A,B,"Sim, Consumo o Produto",B,C,Embalagem A,Embalagem B,Embalagem C,C,Embalagem A,Embalagem B,Embalagem C,A,Embalagem B,Embalagem C,Embalagem A,"Sim, Consumo o Produto",B,A,Embalagem A,Embalagem B,Embalagem C,C,Embalagem C,Embalagem B,Embalagem A,A,C,C,C,Sim,Sim,Sim,Sim,Talvez,Talvez,"Sim, incluiria amarelo no azeite e cinza ou cores mais escuras no desodorante para indicar práticas esportiva e uso mais pesado.",Já tive problema em identificar sabonete e salgadinhos no geral pela cor. 13:14,,,
14/05/2019 18:44:21,Sim,Sim,Positivo,Casa do Participante,Luz Natural,14/05/2019,15:20:00,29,Masculino,,Ensino superior completo,Sim,Sim,,Vinho,Camisa de portugal. Roupas,Prefiro não nomear,Pois não tenho certeza de qual cor é,Verde,"Limão verde, mamão verde e vomito",Vermelho,"Sangue, carro vermelho e roupa",Prefiro não responder,Pois não tenho certeza,Verde,"Limão verde, mamão verde e vomito",Verde claro,As coisas que têm verde claro,Laranja,"Laranja madura, alguns carros, camiseta",Azul,"Céu, coisas de bebê menino, camisas claras","Sim, conheço o produto",C,B,Embalagem C,Embalagem B,Embalagem A,A,B,"Sim, Consumo o Produto",C,A,Embalagem C,Embalagem A,Embalagem B,B,Embalagem A,Embalagem C,Embalagem B,A,Embalagem C,Embalagem B,Embalagem A,"Sim, conheço o produto",C,A,Embalagem C,Embalagem A,Embalagem B,A,Embalagem B,Embalagem C,Embalagem A,C,C,A,C,Sim.,Sim,Não ,Sim,Sim,Não,Sim. No desodorante. O azul parece mais confiável ,Não ,15:43:00,,
15/05/2019 16:14:58,Sim,Sim,"Positivo, vermelho e verde moderado para forte",Casa pesquisadora ,Luz Natural,15/05/2019,12:40:00,14,Masculino,estudante,Ensino fundamental incompleto,Sim,Não,,rosa,"chiclete, lápis de cor, roupa ",azul escuro ,"céu, água,  embalagem ps4",verde claro,"verdura, água suja, ",vermelho,"tomate, pimentão, tênis ",não consigo identificar a cor ,"nenhum, não consigo identificar a cor ",verde escuro ,"água suja, luz de led, encanamento ",verde claro,"banana não estando madura, folhas de arvores, ",vermelho,"balde, parede da minha casa, livro da minha escola",azul claro,"meu casado, botões do teclado do computador, cesto de roupas","Sim, Consumo o Produto",B,A,Embalagem A,Embalagem B,Embalagem C,A,C,O produto me é familiar,B,A,Embalagem B,Embalagem A,Embalagem C,C,Embalagem A,Embalagem B,Embalagem C,A,Embalagem A,Embalagem B,Embalagem C,"Sim, conheço o produto",A,C,Embalagem A,Embalagem B,Embalagem C,C,Embalagem B,Embalagem A,Embalagem C,C,C,B,C,"sim, pois consigo diferenciar o sabor",não costumo utilizar esse produto,"Sim, pois se diferencia um dos outros",Poderia ser cores diferentes,Não utilizo esse produto,Sim,Mudaria as cores da batata por cores mais diversificadas ,"Sim, prefiro ler o sabor do produto",13:14:00,,
21/05/2019 17:55:51,Sim,Sim,Positivo,Virtus,Luz Artificial,21/05/2019,14:00:00,32,Masculino,Empresário,Pós-Graduação,Sim,Sim,"Compra de frutas, compra de vestuário, compra de material de festa infantil...",Cinza Escuro,Cor usada na paleta da marca Toyotta,Azul,Placa de sinalização da sala da copa do Virtus,Cinza Escuro,A mesma usada círculo A,Cinza Escuro (um pouco mais claro que o círculo A),Cor usada na paleta da marca Toyotta,Uva - Lilás,Não lembro a que atribuir mas é uma cor que me familiarizo e gosto,Cinza,"Similar ao semáforo, creio acreditar que seja algo esverdeado",Cinza claro,Parecido com a espuma gerada na limpeza de panelas em alumínio,Cinza claro,"Similar ao quadrado B, porém um pouco mais forte, acredito que seja verde como um capim",Azul claro,Céu,"Sim, Consumo o Produto",C,A,Embalagem C,Embalagem A,Embalagem B,B,A,"Sim, Consumo o Produto",C,A,Embalagem A,Embalagem C,Embalagem B,A,Embalagem A,Embalagem B,Embalagem C,A,Embalagem C,Embalagem B,Embalagem A,Não conheço o produto,B,C,Embalagem C,Embalagem A,Embalagem B,C,Embalagem A,Embalagem B,Embalagem C,C,C,A,A,"Não, pelo fato de eu ter sentido falta da informação textual para identificar o sabor do produto. Deve auxiliar na percepção de quem diferencia com facilidade.","Em parte, a ausência da informação textual também dificultou a percepção da variação do produto.","Não, falta identificação melhor para a variedade do produto e a cor não é determinante na fixação da informação dessa variedade.",Talvez,Talvez,Talvez,"Sim, o uso de cores mais diferentes para facilitar a distinção do produto.",A maioria dos frascos de azeite possuem a mesma cor e o rótulo deveria auxiliar na identificação do produto.,14:55:00,"Tirando o nervosismo, a suadeira, o teste foi tranquilo, entretanto aparentou que a paleta de cores usada para mim foi proposital.",
21/05/2019 21:06:34,Sim,Sim,"Positivo, verde-vermelho moderado",Biblioteca Central - UFCG,Luz Natural,20/05/2019,14:51:00,19,Masculino,,Ensino superior incompleto,Não,Não,"Certa vez, eu possuía 2 pares de calçados de mesmo modelo, mas de cores distintas, e usei um calçado de cada par, ficando com sapatos de cores diferentes",rosa,"1 perfume (inlegível)
2 sorvete de morango
3 doce",Não reconheço,"1 Modernidade
2 Termo
3 Tecnologia",Verde,"1 Natureza
2 Hulk
3 Menta",Vermelha,"1 Amor
2 Sangue
3 Perigo",Não reconheço,"1 Açaí
2 Uva
3 Inteligência",Verde-escuro,"1 Plantas
2 Exercito
3 Couro",Verde-claro,"1 Juventude
2 frescor
3 Zumbi",Vermelha ,"1 Amor
2 Sangue
3 Perigo",Azul,"1 Céu
2 Espiritualidade
3 Modernidade","Sim, conheço o produto",C,A,Embalagem C,Embalagem B,Embalagem A,C,B,"Sim, conheço o produto",B,A,Embalagem B,Embalagem C,Embalagem A,A,Embalagem C,Embalagem B,Embalagem A,C,Embalagem B,Embalagem C,Embalagem A,"Sim, Consumo o Produto",C,A,Embalagem B,Embalagem C,Embalagem A,A,Embalagem B,Embalagem C,Embalagem A,A,C,A,A,sim,sim,sim,Sim,Sim,Não,Mudar a cor da Amostra 3 no produto 3,"Sim. Dificuldade no Produto 3, o desodorante, às vezes é difícil interpretar a fragrância e qual é mais apropriada para determinadas ocasiões. ",15:31:00,,
21/05/2019 21:23:48,Sim,Sim,"Positivo, fraca vermelho - verde",Biblioteca Central - UFCG,Luz Natural,20/05/2019,12:15:00,34,Masculino,Designer/Ilustrador ,Ensino superior completo,Sim,Sim,Tipografia pequena + péssima impressão. Texto sobre ingrediente ilegível ,Magenta,"1 CMYK
2 Impressão
3 Café",Azul,"1 Omo
2 Mar
3 Céu",Verde,"1 Grama
2 Mata
3 Futebol",Vermelho,"1 Sangue
2 Batom
3 São João",Azul Petróleo ,"1 Caneta
2 Ônibus ",Verde Musgo,"1 Musgo
2 Folha",Verde Amarelado,"1 Cajueiro
2 Grama",Vermelho ,"1 Japão 
2 Calor
3 Sol",Azul Celeste,"1 Céu
2 Mar
3 Círculo na Bandeira do Brasil",O produto me é familiar,C,C,Embalagem A,Embalagem C,Embalagem B,A,B,O produto me é familiar,B,A,Embalagem A,Embalagem B,Embalagem C,A,,Embalagem B,Embalagem C,A,,,Embalagem A,O produto me é familiar,C,A,Embalagem C,Embalagem B,Embalagem A,A,,Embalagem A,,C,A,A,C,"Não, falta contraste entre os ""rótulos"" - embalagem ","Sim, entre o reserva e o de entrada","sim, entre o mas especial e os demais. Não há contraste suficiente entre os demais",Talvez,Talvez,Sim,"Produto 1 - Usaria uma laranja envés do vermelho
Produto 2 - Daria + contraste entre o vermelho e o verde
Produto 3 - ok",não relatado,12:55:00,,
23/05/2019 00:03:04,Sim,Sim,Positivo,Casa do Participante,Luz Artificial,22/05/2019,20:20:00,25,Masculino,Engenheiro de Software,Pós-Graduação,Sim,Não,Não,Rosa,"Barbie, maquiagem, patricinha",Azul,"Mar, menino, parede do quarto",Verde,"Grama, folha, côco",Prefiro não dizer,Prefiro não dizer devido ao item anterior,Azul petróleo,Cor de carro,Verde,"Grama, folha, côco",Verde claro,"Grama nova, Folha de coqueiro",Rosa,"Barbie, maquiagem, patricinha",Azul claro,"Céu, bebê","Sim, conheço o produto",C,B,Embalagem A,Embalagem C,Embalagem B,A,B,"Sim, Consumo o Produto",B,A,Embalagem B,Embalagem C,Embalagem A,B,Embalagem A,Embalagem B,Embalagem C,A,Embalagem B,Embalagem C,Embalagem A,"Sim, conheço o produto",C,A,Embalagem B,Embalagem C,Embalagem A,B,Embalagem C,Embalagem B,Embalagem A,A,A,A,B,"Sim, pois faço associações de sentidos: paladar e visão","Sim, pois faço associações de sentidos: paladar e visão","Sim, pois faço associações entre odores e cores",Sim,Talvez,Não,"Nos desodorantes, quanto maior a eficiência do desodorante, mais escura deve ser a cor","Sim, desodorantes. Não consegui fazer associações das cores com as funções específicas do produto.",21:01:00,,
24/05/2019 18:10:01,Sim,Sim,"Positivo, verde-vermelho de moderado a alto",Biblioteca Central - UFCG,Luz Natural,23/05/2019,11:20:00,25,Masculino,Advogado,Pós-Graduação,Sim,Sim,"Em várias situações, já confundi as cores e adquiri ou utilizei algo que não queria.
Comprei camisa rosa pensando ser azul e também já comprei camisa rosa muito clara pensando ser branca.",Rosa/Vinho,"1 vinho
2 produtos de frutas vermelhas",Azul feio,"1 Roupa
2 tinta de caneta",Verde claro,1 bandeira do brasil,Vinho,"1 vinho
2 uva",Roxo,Não gosto da cor,Verde escuro,"1 Natureza
2 Couve
3 Produtos naturais",Verde grama,"1 Grama
2 Plantas",Vermelho,"1 Morango
2 Amor
3 Sangue",Azul claro,1 Céu,"Sim, Consumo o Produto",C,B,Embalagem C,Embalagem A,Embalagem B,A,B,"Sim, conheço o produto",B,C,Embalagem B,Embalagem A,Embalagem C,B,Embalagem B,Embalagem A,Embalagem C,C,Embalagem B,Embalagem A,Embalagem C,"Sim, Consumo o Produto",C,A,,Embalagem B,Embalagem A,A,Embalagem A,Embalagem A,Embalagem A,A,A,A,A,sim,sim,"Não. Sempre tenho dificuldade para adquirir este produto, preciso ler a embalagem",Não,Sim,Não,"Produto 1 - A combinação de azul com vermelho na amostra B pouco chamativa e pouco agradável aos olhos.
Produto 3 - As cores raramente combinam com as fragrâncias ou especificidades dos produtos.","Vide as observações do item 3 nas perguntas anteriores.
Além disso, ainda em relação ao produto 3, a marca muda muito as embalagens e as cores dos produtos, ficando quase impossível associar. ",12:05:00,,
25/05/2019 03:31:21,Sim,Sim,"Positivo, verde-vermelho fraco a moderado",Biblioteca Central - UFCG,Luz Natural,24/05/2019,16:03:00,28,Masculino,Farmacêutico,Pós-Graduação,Sim,Sim,"Já comprei alimento errado.
Sim, já comprei sandálias de cores que não queria.",Rosa,"1 Pincel de maquiagem
2 barbie",Azul,"1 Céu
2 Mar",verde,"1 Grama
2 planta",rosa,"1 Barbie
2 Pincel de maquiagem",Não reconheço,Não reconheço,Verde,"1 grama
2 planta",verde,"1 grama
2 planta
3 futebol",vermelho ,"1 Batom
2 Sangue
3 Drogasil (farmácia) ",Azul,"1 Céu
2 Mar
3 Água","Sim, conheço o produto",C,A,Embalagem A,Embalagem C,Embalagem B,A,B,"Sim, conheço o produto",B,A,Embalagem B,Embalagem A,Embalagem C,C,Embalagem A,Embalagem B,Embalagem C,A,Embalagem C,Embalagem B,Embalagem A,"Sim, Consumo o Produto",C,C,Embalagem C,Embalagem B,Embalagem A,A,Embalagem B,Embalagem C,Embalagem A,A,C,A,A,sim,não,não,Sim,Não,Não,"Produto 2 - O Azul (a) deveria ser o ""original""
Produto 3 - Além de diferenciação das cores das tampas, poderia haver um corte nas cores diferentes. Todas seguem o mesmo desenho","Sim, o produto C (acredito que está se referindo ao produto 3)
Já tive dificuldades em saber qual produto da linha é mais apropriado para determinada situação. Hoje, interpreto como todas sendo iguais, sem características próprias.",16:35:00,,
29/05/2019 13:50:45,Sim,Sim,"Positivo, Verde-vermelho leve a moderado",Lab na ufcg - E-robotica,Luz Artificial,29/05/2019,08:33:00,27,Masculino,,Ensino superior incompleto,Não,Não,,Rosa Choque,"Mesmo da amostra estrela B 
1 Batom
2 Maquiagem",Azul,"1 Cor do carro March
2 Garrafão de água",Verde,Manjericão ,Vermelho,1 Ketchup,Azul Marinho,"1 Oceano
2 Camisa do laboratório",Verde ,1 Manjericão ,Verde Claro ,"1 Folhagens de árvores
2 Gramado de futebol",Rosa Choque,"1 Batom
2 Maquiagem",Azul claro,1 céu limpo,"Sim, Consumo o Produto",C,B,Embalagem C,Embalagem B,Embalagem A,A,B,"Sim, Consumo o Produto",B,A,Embalagem C,Embalagem B,Embalagem A,C,Embalagem A,Embalagem B,Embalagem C,A,Embalagem A,Embalagem B,,"Sim, conheço o produto",C,B,,Embalagem B,Embalagem A,C,,Embalagem B,Embalagem A,B,A,A,A,Sim. As cores estão bem ligadas ao sabor que você espera sentir neste produto ,Parcialmente. Algumas cores deixaram o produto mais elegante e fazendo ele parecer mais caro,Não. As cores mostradas não parecem me passar informações sobre as propriedades do produto,Sim,Talvez,Não,sem recomendações ,Sim. As cores dos desodorantes não demonstra nenhuma informação sobre suas propriedades e eu tenho sempre que ler as propriedades. ,09:15:00,,Amostras Estrela B e Círculo A consideradas idênticas 
